sample_id,text,image_path,cognitive_load_label,linguistic_complexity_expert_1,linguistic_complexity_expert_2,formula_density_expert_1,formula_density_expert_2,knowledge_abstractness_expert_1,knowledge_abstractness_expert_2,structural_disorganization_expert_1,structural_disorganization_expert_2,table_complexity_expert_1,table_complexity_expert_2
315,**Definition**: Dynamic particle-based variational inference. **Symbols**: k(t) = time-varying kernel. **Usage**: Temporal non-parametric VI. **Significance**: Adapts gradient flow. **Calculation**: Dynamic kernel-weighted expectations.,,4.7,5,5,7,6,8,8,5,5,5,5
316,"**Definition**: Probability bound for multiple bounded random variables. **Symbols**: [a_k, b_k] = value range per sample, K = number of samples. **Usage**: Advanced statistical learning. **Significance**: Multi-sample concentration bound. **Calculation**: Sum errors across samples, apply exponential decay.",,4.8,6,6,6,6,6,7,7,7,5,6
317,"**Definition**: Complexity measure via subset shattering. **Symbols**: S = subset, ℋ = hypothesis class. **Usage**: Theoretical ML analysis. **Significance**: Quantifies model capacity. **Calculation**: Sum shattering coefficients over subsets.",,4.6,8,8,5,5,6,6,8,8,4,4
318,"**Definition**: Weighted measure of function class richness. **Symbols**: w_i = weights, σ = ±1 labels. **Usage**: Generalization bounds. **Significance**: Data-dependent measure. **Calculation**: Weighted expectation of supremum.",,4.7,5,5,6,6,8,8,5,5,7,7
319,**Definition**: Weighted iterative method for latent models. **Symbols**: w_i = sample weights. **Usage**: GMMs with weights. **Significance**: Handles weighted incomplete data. **Calculation**: Weighted expectation maximization.,,4.9,6,6,7,7,6,6,5,5,7,7
320,**Definition**: Adaptive online classifier update. **Symbols**: η_t = adaptive learning rate. **Usage**: Neural network training. **Significance**: Faster convergence. **Calculation**: Normalize input before weight update.,,4.5,9,7,4,5,6,6,7,7,5,5
321,**Definition**: Kernel function with multiple centers. **Symbols**: M = number of centers. **Usage**: Advanced kernel methods. **Significance**: Enhanced flexibility. **Calculation**: Sum over multiple RBFs.,,4.8,6,6,6,6,7,7,5,5,7,7
322,**Definition**: Weighted geodesic distance approximation. **Symbols**: w = edge weights. **Usage**: Nonlinear reduction. **Significance**: Weighted manifold structure. **Calculation**: Weighted shortest path.,,4.7,6,4,5,8,5,5,5,5,7,7
323,**Definition**: Regularized visualization loss gradient. **Symbols**: λ = regularization parameter. **Usage**: Enhanced visualization. **Significance**: Stabilized gradients. **Calculation**: Add regularization term.,,4.9,5,9,4,4,7,7,6,6,6,6
324,**Definition**: Regularized manifold learning. **Symbols**: λ = regularization term. **Usage**: Improved dimensionality reduction. **Significance**: Prevents degeneracy. **Calculation**: Add identity matrix term.,,4.6,5,5,6,6,7,7,6,6,7,7
325,**Definition**: Sparse neighborhood embedding. **Symbols**: N_i = sparse neighbors. **Usage**: Efficient manifold learning. **Significance**: Reduced computation. **Calculation**: Constrain to sparse neighbors.,,4.7,6,5,7,7,5,5,7,7,6,6
326,**Definition**: Contextual word embedding model. **Symbols**: v_c = context vector. **Usage**: Enhanced NLP. **Significance**: Captures context. **Calculation**: Add context vector to softmax.,,4.8,7,7,5,5,5,5,6,6,3,4
327,**Definition**: Regularized word vector optimization. **Symbols**: λ = regularization. **Usage**: Stable word embeddings. **Significance**: Prevents overfitting. **Calculation**: Add regularization term.,,4.7,6,6,6,6,7,8,5,6,7,7
328,**Definition**: Adaptive feature normalization. **Symbols**: t = time step. **Usage**: Dynamic transformers. **Significance**: Adapts to input. **Calculation**: Time-dependent parameters.,,4.6,6,6,6,6,5,5,7,7,7,7
329,**Definition**: Weighted masked word prediction. **Symbols**: w_m = weight. **Usage**: Improved pretraining. **Significance**: Focus on key tokens. **Calculation**: Weighted softmax.,,4.8,7,6,4,4,6,6,7,7,4,4
330,**Definition**: Dynamic gradient norm constraint. **Symbols**: τ_t = dynamic threshold. **Usage**: Stable RNN training. **Significance**: Adaptive clipping. **Calculation**: Adjust threshold per step.,,4.5,5,5,5,8,6,6,6,6,6,6
331,**Definition**: Layer-wise neuron deactivation. **Symbols**: p_l = layer dropout rate. **Usage**: Deep network regularization. **Significance**: Layer-specific dropout. **Calculation**: Apply per layer.,,4.6,7,6,6,6,5,5,5,5,8,8
332,**Definition**: Smoothed validation performance termination. **Symbols**: Smooth = smoothing function. **Usage**: Robust training. **Significance**: Reduces noise. **Calculation**: Apply smoothing to loss.,,4.7,8,7,5,6,5,5,8,8,6,6
333,**Definition**: Multi-teacher model training. **Symbols**: M = number of teachers. **Usage**: Advanced compression. **Significance**: Combines multiple teachers. **Calculation**: Sum over teacher losses.,,4.9,5,5,7,7,6,6,4,4,5,5
334,**Definition**: Parameterized infinite-width kernel. **Symbols**: λ = kernel parameter. **Usage**: Advanced NN analysis. **Significance**: Flexible kernel. **Calculation**: Parameterized gradient product.,,4.8,7,7,8,8,5,5,7,7,7,7
335,**Definition**: Multi-hop message passing. **Symbols**: K = number of hops. **Usage**: Deep GNNs. **Significance**: Captures long-range dependencies. **Calculation**: Sum over K hops.,,4.9,7,7,5,5,6,6,7,7,5,5
336,"Generalized probability bound for continuous bounded processes. [a(s), b(s)] = time-varying range, n(s) = sample density. Used in advanced stochastic processes. Ensures exponential concentration over continuum. Integrate exponential decay over time.",,7.8,10,10,8,9,10,10,9,6,10,10
337,"Functional complexity measure with data dependency. ℋ = hypothesis class, D = data distribution, μ = measure. Critical in theoretical ML for distribution-dependent learnability. Integrate shattering over distribution.",,7.6,10,10,9,10,9,9,10,10,10,10
338,"Functional measure of richness in RKHS. σ(s) = stochastic process, f in functional space. Used in generalization bounds for functional data. Captures data-dependent complexity via stochastic integral.",,7.9,10,10,10,10,10,9,10,10,9,10
339,"Hierarchical iterative method for nested latent models. Z_1, Z_2 = multi-level latent variables. Applied in complex GMMs, deep generative models. Handles multi-layer incomplete data. Nested expectation maximization.",,7.7,8,8,10,10,10,10,10,10,10,10
340,"Kernelized online classifier in RKHS. K = kernel function, η = learning rate. Used in non-linear classification. Converges in reproducing kernel Hilbert space. Kernelized weight update.",,7.5,9,9,10,10,8,8,9,9,10,10
341,"Infinite-sum kernel function in Hilbert space. γ_j = decaying width, c_j = centers. Used in infinite-dimensional kernel methods. Projects data into infinite feature space. Convergent infinite series.",,7.8,10,10,8,8,10,10,10,10,9,9
342,"Dynamic geodesic distance in time-varying graphs. w(s) = time-dependent weights, P(t) = path. Used in dynamic manifold learning. Preserves evolving manifold structure. Integrate over time.",,7.7,9,9,9,9,10,10,10,10,10,10
343,"High-dimensional visualization gradient. p, q = affinities in high-dim space. Used in complex data visualization. Preserves intricate local structures. Integral-based regularization term.",,7.9,10,10,10,10,9,9,10,10,10,10
344,Dynamic spectral manifold learning. λ(s) = time-varying regularization. Used in advanced spectral clustering. Preserves evolving neighborhoods. Integrate regularization over time.,,7.6,10,10,9,9,8,10,10,10,10,10
345,Nonlinear constrained embedding. W = nonlinear weights. Used in complex manifold learning. Assumes nonlinear local structure. Solve nonlinear constrained optimization.,,7.7,9,9,10,10,10,10,10,10,9,9
346,"Hierarchical word embedding model. L = number of layers, v_l = layer-wise vectors. Used in deep NLP models. Captures multi-level linguistic patterns. Hierarchical softmax.",,7.8,10,10,9,10,9,10,10,10,10,10
347,Dynamic global word vector optimization. X(t) = time-varying co-occurrence. Used in temporal word embeddings. Captures evolving semantics. Integrate over time.,,7.7,10,10,10,8,10,10,9,10,9,9
348,"Stochastic feature normalization. E[μ_t], E[σ_t^2] = expected statistics. Used in probabilistic transformers. Stabilizes stochastic training. Compute expected statistics.",,7.6,9,9,9,9,10,10,9,10,10,9
349,"Dynamic masked word prediction. h(t), e(t) = time-varying representations. Used in temporal language models. Learns evolving bidirectional context. Integrate over time.",,7.9,10,10,10,10,9,9,10,10,10,9
350,Stochastic gradient norm constraint. E[τ_t] = expected threshold. Used in probabilistic RNNs. Prevents exploding gradients in stochastic settings. Expected threshold clipping.,,7.5,9,10,7,7,8,8,9,9,8,8
351,Dynamic neuron deactivation rate. p(t) = time-varying dropout rate. Used in adaptive deep networks. Prevents co-adaptation dynamically. Time-dependent dropout.,,7.6,10,9,10,10,10,10,8,8,10,10
352,Bayesian validation performance termination. p(θ_k) = parameter distribution. Used in probabilistic training. Reduces overfitting with uncertainty. Expected loss minimization.,,7.7,9,9,10,9,10,10,10,10,10,10
353,"Hierarchical multi-teacher training. H = hierarchy levels, M_h = teachers per level. Used in complex model compression. Transfers hierarchical soft targets. Nested summation of losses.",,7.8,10,10,8,7,10,10,10,10,8,9
354,Dynamic infinite-width network kernel. p(t) = time-varying parameter distribution. Used in temporal NN analysis. Connects dynamic NNs to kernels. Integrate over time.,,7.9,8,9,10,10,10,10,10,10,9,9
355,Spectral dynamic message passing. Ã(t) = time-varying adjacency. Used in temporal GNNs. Captures evolving graph structures. Integrate over time-varying matrices.,,7.8,9,9,10,10,9,9,10,9,9,10
356,"**Definition**: Measures uncertainty in a random variable. **Symbols**: \( p(x_i) \) = probability of event \( x_i \), \( n \) = number of events. **Usage**: Information theory, data compression. **Significance**: Quantifies information content. **Calculation**: Sum over all events, weighted by log-probability.",,2.5,4,4,2,2,2,2,3,3,2,2
357,"**Definition**: Prices European call options. **Symbols**: \( S_0 \) = current stock price, \( K \) = strike price, \( r \) = risk-free rate, \( t \) = time to expiration, \( N \) = cumulative normal distribution, \( d_1, d_2 \) = intermediate terms. **Usage**: Financial derivatives. **Significance**: Models option pricing dynamics. **Calculation**: Difference of two terms adjusted by normal distribution.",,2.3,1,1,2,2,6,6,2,3,4,3
358,"**Definition**: Describes system dynamics using kinetic and potential energy. **Symbols**: \( T \) = kinetic energy, \( V \) = potential energy, \( m_i \) = mass, \( \\dot{q}_i \) = velocity, \( q_i \) = generalized coordinates. **Usage**: Classical mechanics. **Significance**: Simplifies complex system analysis. **Calculation**: Difference between summed kinetic terms and potential energy.",,2.7,2,5,5,5,1,1,4,4,4,4
359,"**Definition**: Transforms a function into its frequency components. **Symbols**: \( f(x) \) = original function, \( \\xi \) = frequency, \( e \) = exponential base, \( i \) = imaginary unit. **Usage**: Signal processing, image analysis. **Significance**: Enables frequency-domain analysis. **Calculation**: Integrate over all \( x \) with an exponential kernel.",,2.6,5,4,3,3,2,2,4,4,1,1
360,"**Definition**: Governs fluid dynamics. **Symbols**: \( \\rho \) = density, \( \\mathbf{v} \) = velocity, \( p \) = pressure, \( \\mu \) = viscosity, \( \\nabla \) = gradient, \( \\mathbf{f} \) = external force. **Usage**: Aerodynamics, weather prediction. **Significance**: Models fluid motion. **Calculation**: Balances momentum with pressure, viscosity, and forces.",,3.0,4,4,4,6,6,6,2,2,5,5
361,"**Definition**: Describes relativistic spin-1/2 particles. **Symbols**: \( \\psi \) = wavefunction, \( \\hbar \) = reduced Planck constant, \( c \) = speed of light, \( \\alpha_k, \\beta \) = Dirac matrices, \( p_k \) = momentum, \( m \) = mass. **Usage**: Quantum mechanics. **Significance**: Unifies quantum mechanics and relativity. **Calculation**: Applies Dirac operator to wavefunction.",,2.9,3,3,3,3,3,3,4,4,5,5
362,"**Definition**: Updates probability distributions with new data. **Symbols**: \( p(\\theta | x) \) = posterior, \( p(x | \\theta) \) = likelihood, \( p(\\theta) \) = prior, denominator = marginal likelihood. **Usage**: Bayesian inference, machine learning. **Significance**: Foundation of probabilistic reasoning. **Calculation**: Normalizes likelihood-prior product over all possible \( \\theta \).",,2.5,5,6,1,1,3,3,3,3,2,2
363,"**Definition**: Optimizes parameters by minimizing a cost function. **Symbols**: \( \\theta_t \) = parameters at step \( t \), \( \\eta \) = learning rate, \( \\nabla_{\\theta} J \) = gradient of cost function. **Usage**: Machine learning, optimization. **Significance**: Core of many ML algorithms. **Calculation**: Updates parameters in direction of steepest descent.",,2.3,2,2,3,3,4,3,1,1,2,2
364,"**Definition**: Relates spacetime curvature to energy-momentum. **Symbols**: \( G_{\\mu\\nu} \) = Einstein tensor, \( \\Lambda \) = cosmological constant, \( g_{\\mu\\nu} \) = metric tensor, \( T_{\\mu\\nu} \) = stress-energy tensor, \( G \) = gravitational constant, \( c \) = speed of light. **Usage**: General relativity. **Significance**: Describes gravity as spacetime curvature. **Calculation**: Balances geometry and energy.",,2.5,4,4,5,5,1,1,3,4,3,3
365,"**Definition**: Describes wave propagation. **Symbols**: \( u \) = wave amplitude, \( t \) = time, \( c \) = wave speed, \( \\nabla^2 \) = Laplacian operator. **Usage**: Physics, acoustics, electromagnetism. **Significance**: Models wave behavior in various media. **Calculation**: Relates second time derivative to spatial Laplacian.",,3.1,6,7,4,4,3,3,5,5,4,4
366,"**Definition**: Describes particle distribution evolution in a gas. **Symbols**: \( f \) = distribution function, \( \\mathbf{v} \) = velocity, \( \\mathbf{F} \) = force, \( m \) = mass, \( \\nabla_{\\mathbf{v}} \) = velocity gradient. **Usage**: Statistical mechanics, kinetic theory. **Significance**: Models non-equilibrium systems. **Calculation**: Balances transport and collision terms.",,3.0,3,3,3,4,6,6,3,3,4,4
